Words,Language
masthu,Tulu
yedde,Tulu
athundu,Tulu
I,English
like,English
umesh,Name
acting,English
.,sym
full,English
movie,English
dade,Tulu
.,sym
Namma,Kannada
tulu,Name
moviegh,Mixed
support,English
.,sym
Puura,Tulu
ok,English
bt,English
aa,Tulu
boardd,Mixed
derpun,Tulu
avve,Tulu
comedy,English
aapun,Tulu
karmada,Tulu
show,English
.,sym
Pukuli,Tulu
nadere,Tulu
battina,Tulu
tulund,Location
da,Tulu
matta,Tulu
bandhu,Kannada
naklu,Tulu
sald,Tulu
Bale,Tulu
yanla,Tulu
nadondulle,Tulu
.,sym
kapikad,Location
sir,English
joted,Mixed
seri,Kannada
bojaraj,Name
sir,English
gu,Tulu
song,English
kaliyo,Kannada
hagaytu,Kannada
.,sym
win,English
aapuni,Tulu
stage,English
d,Tulu
Shetty,Name
nakulu,Tulu
matra,Tulu
.,sym
pukuLi,Tulu
maathra,Kannada
maaya,Kannada
aathinatha,Tulu
poththel,Tulu
uamDathaa,Tulu
.,sym
ayyo,Tulu
yenk,Tulu
masth,Tulu
kushi,Kannada
andu,Tulu
.,sym
Hero,English
Bethe,Tulu
yerla,Tulu
thikkijera,Tulu
over,English
acting,English
malpe,Tulu
kookre,Tulu
.,sym
Kapikad,Location
vamanjur,Location
ithina,Tulu
supar,English
.,sym
sumdara,Name
bamgaaDi,Location
haasya,Kannada
supar,English
.,sym
oa,Tulu
raamakumja,Name
thelipaad,Tulu
thelipaad,Tulu
janaklen,Tulu
kerpaara,Tulu
.,sym
Unsubscribe,English
namma,Kannada
TV,English
.,sym
Kannada,Name
samajeeka,Kannada
yakshagana,Kannada
uplode,English
madi,Kannada
pizz,English
.,sym
eeth,Tulu
samaya,Kannada
dethara,Tulu
mare,Tulu
upload,English
manpere,Tulu
finally,English
thanks,English
.,sym
aravimd,Name
sar,English
n,Tulu
paaDle,Tulu
.,sym
Film,English
padle,Tulu
dhagalbajil,Name
.,sym
Full,English
episode,English
kadapudule,Tulu
.,sym
maga,Kannada
word,English
ok,English
macha,Kannada
word,English
yake,Kannada
.,sym
Sorryla,Mixed
manthrivaadi,Kannada
baawa,Kannada
.,sym
Judgement,English
thulute,Tulu
malpule,Tulu
vijayanna,Name
er,Tulu
Englishd,Mixed
judge,English
malpuvar,English
.,sym
kudlada,Tulu
comedy,English
must,English
must,English
.,sym
Very,English
nice,English
waiting,English
for,English
next,English
sandarshana,Kannada
.,sym
Gaalid,Tulu
bududu,Tulu
waste,English
malpochi,Tulu
Pookidla,Tulu
kaas,Tulu
malpoli,Tulu
.,sym
Walter,Name
sir,Kannada
first,English
seen,English
thudh,Tulu
poina,Tulu
style,English
yadde,Tulu
aand,Tulu
.,sym
Episode,English
epa,Tulu
budpar,Tulu
.,sym
Kuntre,Kannada
kuruba,Kannada
nintre,Kannada
kuruba,Kannada
.,sym
super,Tulu
devadas,Name
Anna,Kannada
leka,Tulu
yerla,Tulu
ejjer,Tulu
.,sym
kannaDadallu,Kannada
veb,English
siris,English
barthaa,Kannada
ive,Kannada
.,sym
Sprrrrrr,English
kunjana,Name
kusal,Tulu
Song,English
comedy,English
matherna,Tulu
acting,English
Ravi,Name
Ramakunja,Name
.,sym
Vedio,English
of,English
this,English
nataka,Kannada
plzz,English
.,sym
nin,Kannada
kyaareT,English
noDbeku,Kannada
.,sym
masth,Tulu
eDDe,Tulu
iththoaD,Tulu
thelth,Tulu
thelth,Tulu
saakaamD,Tulu
.,sym
Anchi,Tulu
kirkiri,Tulu
ponjou,Tulu
nakul,Tulu
Deva,Tulu
.,sym
masth,Tulu
cute,English
uller,Tulu
wife,English
.,sym
Yapa,Tulu
paduvar,Tulu
undu,Tulu
full,English
nataka,Kannada
katondulla,Tulu
.,sym
iamchina,Tulu
muvi,English
nana,Tulu
baramd,Tulu
sToriDe,Mixed
comedy,English
extra,English
comedy,English
ijji,Tulu
.,sym
baari,Tulu
porluda,Tulu
kaamiDi,English
.,sym
thadhbava,Kannada
suuuuper,English
anchane,Tulu
piece,English
ponjoula,Tulu
suuuuper,English
ponjouna,Tulu
act,English
poooraytla,Tulu
suuuuper,English
i,English
love,English
you,English
ponjou,Tulu
.,sym
Ismailakka,Name
full,English
loss,English
aver,Tulu
.,sym
Pukuli,Tulu
habi,Tulu
bhi,Tulu
.,sym
Full,English
movien,Mixed
yepa,Tulu
paduvar,Tulu
.,sym
Subtitles,English
Kodi,Kannada
bro,English
Naavu,Kannada
nodthivi,Kannada
.,sym
Nanu,Kannada
kai,Kannada
nodkonde,Kannada
.,sym
Ajjina,Kannada
age,English
yeth,Tulu
.,sym
My,English
request,English
Tulu,Name
lipi,Tulu
padedh,Tulu
ongi,Tulu
joke,English
Pleese,English
.,sym
yelru,Kannada
avra,Kannada
avra,Kannada
Ky,Kannada
beralanna,Kannada
nodkonde,Kannada
iratre,Kannada
.,sym
Und,Tulu
sceen,English
delete,English
maldjer,Tulu
.,sym
Songlu,Mixed
lyrcslu,Mixed
actinglu,Mixed
purala,Tulu
masth,Tulu
porlu,Tulu
athnd,Tulu
.,sym
Supppper,English
but,English
enna,Tulu
mokedha,Tulu
aravindher,Name
ijjandhe,Tulu
onthe,Tulu
bor,English
Aand,Tulu
.,sym
Video,English
du,Tulu
min,English
du,Tulu
onji,Tulu
song,English
da,Tulu
link,English
plz,English
Any,English
one,English
Which,English
song,English
.,sym
Swami,Kannada
Karnikada,Tulu
daiva,Tulu
koragajja,Name
.,sym
Undu,Tulu
sunkadakatte,Location
na,Kannada
.,sym
Good,English
message,English
guys,English
keep,English
rockingsong,English
bedi,Tulu
.,sym
Nikleg,Tulu
Marla,Tulu
Male,Tulu
padunala,Tulu
tamashena,Tulu
Marler,Tulu
.,sym
Chaddi,Kannada
save,English
marre,Tulu
.,sym
et,Tulu
ganteg,Tulu
e,Tulu
show,English
plese,English
pnle,Tulu
.,sym
Nikulu,Tulu
darma,Kannada
rajakaraninakulena,Mixed
suddig,Tulu
povodchi,Tulu
.,sym
Shashi,Name
anne,Tulu
pandina,Tulu
curect,English
etthend,Tulu
.,sym
Bari,Tulu
shoku,Tulu
athnd,Tulu
.,sym
Bari,Tulu
sokuda,Tulu
serial,English
.,sym
Super,English
annanakule,Tulu
Mast,Tulu
khushi,Kannada
Andu,Tulu
pinkirani,Name
superye,Mixed
Irena,Tulu
act,English
keep,English
it,English
up,English
.,sym
umbalna,Tulu
over,English
act,English
apundu,Tulu
.,sym
programm,English
aanaga,Tulu
andala,Tulu
add,English
kororchi,Tulu
thirth,Tulu
d,Tulu
.,sym
Mangalore,Location
bale,Tulu
telipale,Tulu
supper,English
.,sym
Namma,Kannada
tulu,Name
base,Tulu
enchene,Tulu
uuru,Location
edi,Tulu
pasarod,Tulu
tulunad,Location
da,Tulu
mith,Tulu
uppuna,Tulu
abhimana,Kannada
nanala,Tulu
buleyod,Tulu
.,sym
Boss,English
ejjier,Tulu
marre,Tulu
bolar,Location
.,sym
This,English
song,English
has,English
separate,English
fan,English
base,English
in,English
Mangalore,Location
yenchi,Tulu
pukulida,Tulu
song,English
marre,Tulu
.,sym
anchor,English
eeth,Tulu
budpe,Tulu
maraya,Tulu
.,sym
Miss,English
You,English
Ajji,Kannada
.,sym
mande,Tulu
sama,Tulu
ejjandina,Tulu
.,sym
TOP,English
Comedy,English
Part,English
laa,Tulu
baraD,Tulu
.,sym
mamju,Name
rai,Name
muLuru,Location
supar,English
.,sym
Yerandala,Tulu
ayag,Tulu
onjii,Tulu
pukuli,Tulu
korlee,Tulu
.,sym
Boojana,Name
spr,English
sathishane,Name
spr,English
.,sym
BARI,Tulu
SOKUDA,Tulu
COMEDY,English
.,sym
pukuli,Tulu
mathalab,Other
pyaaree,Other
si,Other
hoothaahe,Other
aur,Other
r,Other
.,sym
Appe,Tulu
teacher,English
Ammer,Tulu
police,English
aand,Tulu
nana,Tulu
mage,Tulu
kalve,Tulu
yepa,Tulu
.,sym
Super,English
super,English
super,English
kudlada,Mixed
thuluver,Tulu
.,sym
videon,Mixed
padle,Tulu
sir,English
.,sym
Pukuli,Tulu
becha,Tulu
maaraya,Tulu
.,sym
Aravindh,Name
sir,English
act,English
sprb,English
aanda,Tulu
dadana,Tulu
sappe,Tulu
undu,Tulu
.,sym
Bari,Tulu
shok,Tulu
athundu,Tulu
.,sym
Onji,Tulu
panpe,Tulu
undu,Tulu
Other,Name
movie,English
kunjikoonan,Other
da,Tulu
pakka,Tulu
copy,English
onthe,Tulu
swanthike,Tulu
uppad,Tulu
maare,Tulu
.,sym
undu,Tulu
comedyna,English
.,sym
Ereg,Tulu
poora,Tulu
padeel,Location
ishta,Tulu
enk,Tulu
onji,Tulu
like,English
korle,Tulu
.,sym
Super,English
ajji,Kannada
.,sym
Deerajbhagavatike,Mixed
Super,English
Daijiworldda,Mixed
television,English
.,sym
Nange,Kannada
thulu,Name
swlpa,Kannada
swlpa,Kannada
adru,Kannada
artha,Kannada
aguthade,Kannada
.,sym
Anna,Kannada
daya,Tulu
deed,Tulu
full,English
movie,English
padle,Tulu
.,sym
Movien,Mixed
Natakada,Kannada
lekka,Kannada
malporchi,Tulu
.,sym
Pilibail,Tulu
yamunakka,Name
thulu,Name
film,English
padle,Tulu
pls,English
.,sym
Yaan,Tulu
gujarat,Location
de,Tulu
uppun,Tulu
pls,English
ora,Tulu
Meet,English
aale,Tulu
sir,English
.,sym
kudala,Tulu
edit,English
malthed,Tulu
re,Tulu
upload,English
maltheratha,Tulu
nekka,Tulu
masth,Tulu
masth,Tulu
thanks,English
.,sym
Net,Tulu
comedyonji,Mixed
burdh,Tulu
Bethe,Tulu
Pura,Tulu
undu,Tulu
.,sym
Vaslin,English
atth,Tulu
churu,Tulu
yelivesha,Tulu
korle,Tulu
areg,Tulu
.,sym
Karma,Kannada
ninna,Kannada
starting,English
bodchitund,Tulu
karmada,Kannada
introduction,English
.,sym
Bari,Tulu
khushi,Kannada
aand,Tulu
.,sym
Yanla,Tulu
tuthe,Tulu
E,Tulu
nataka,Kannada
neliguded,Location
kapikard,Location
team,English
always,English
super,English
.,sym
Masth,Tulu
masth,Tulu
masth,Tulu
shok,Tulu
athnd,Tulu
tottaly,English
comedy,English
.,sym
kapikad,Location
sirg,Tulu
yepala,Tulu
support,English
undu,Tulu
all,English
the,English
best,English
sir,English
.,sym
Naagavalli,Name
byaari,Tulu
baase,Kannada
patherondhundu,Tulu
.,sym
Musicrdaavara,Mixed
artha,Tulu
apediji,Tulu
.,sym
nivu,Kannada
ibbaru,Kannada
chanaagi,Kannada
aakTimg,English
maaDuththiraa,Kannada
nima,Kannada
ibbara,Kannada
aakTimgige,Mixed
devare,Kannada
machchaballanu,Kannada
good,English
job,English
.,sym
ia,Kannada
sinimada,Kannada
hesaru,Kannada
enu,Kannada
.,sym
Love,English
you,English
ajji,Kannada
Masth,Tulu
kushi,Kannada
apundu,Tulu
iryena,Tulu
ill,Tulu
olu,Tulu
ajji,Kannada
.,sym
olpa,Tulu
u,English
c,English
naDapare,Tulu
u,English
c,English
uamDu,Tulu
nana,Tulu
theripaavoliye,Tulu
.,sym
wowwwwwwwwwww,English
spr,English
comedy,English
yaaaaa,Tulu
.,sym
Super,English
Raju,Name
anna,Kannada
.,sym
Embna,Tulu
yenchina,Tulu
pukuli,Tulu
maya,Kannada
maraya,Tulu
.,sym
Ravi,Name
anna,Kannada
spr,English
.,sym
Ekka,Tulu
sakka,Tulu
tulu,Name
full,English
movie,English
pls,English
.,sym
Enagidhe,Kannada
bhumika,Name
ge,Kannada
Enuk,Kannada
death,English
hadhru,Kannada
antha,Kannada
heli,Kannada
.,sym
Akka,Kannada
Tulu,Name
Comedy,English
Nataka,Kannada
Part,English
https,Other
.,sym
WOW,English
saarai,Other
raamroo,Other
ani,Other
mithoo,Other
svar,Other
maa,Other
.,sym
militaryda,Mixed
bagge,Kannada
pathera,Tulu
kend,Tulu
kananeer,Tulu
bathnd,Tulu
vijayanna,Name
mast,Tulu
edde,Tulu
kelsa,Kannada
malthonduller,Tulu
.,sym
Ethe,Tulu
pukuli,Tulu
matanduge,Tulu
nana,Tulu
bethe,Tulu
dada,Tulu
pura,Kannada
imbena,Tulu
maya,Kannada
apundo,Tulu
dheberge,Tulu
gothu,Tulu
.,sym
Benki,Kannada
dosta,Kannada
especially,English
that,English
piles,English
scene,English
.,sym
Eerena,Tulu
commedyda,Mixed
bethe,Tulu
level,English
.,sym
Jokulena,Tulu
acting,English
masth,Tulu
laik,Tulu
aathnd,Tulu
.,sym
mijarda,Location
Umesh,Name
comedy,English
mession,English
ettilakka,Tulu
.,sym
dubble,English
meaning,English
pathernave,Tulu
comedey,Tulu
pand,Tulu
yennider,Tulu
mukulu,Tulu
poora,Tulu
daye,Tulu
inchina,Tulu
yedde,Tulu
programmed,English
participate,English
malpvera,Tulu
.,sym
unden,Tulu
thoodu,Tulu
thelthd,Tulu
thelthd,Tulu
bachind,Tulu
.,sym
But,English
yenu,Kannada
artha,Kannada
agthila,Kannada
.,sym
First,English
film,English
budle,Tulu
marre,Tulu
kass,Tulu
dethondu,Tulu
mange,Tulu
malpun,Tulu
daye,Tulu
.,sym
Wow,English
Mast,Tulu
yedde,Tulu
ethundu,Tulu
Thanks,English
namma,Kannada
tv,English
.,sym
Koti,Kannada
karchi,Location
andala,Tulu
malleji,Tulu
imbana,Tulu
pukuli,Tulu
nadodu,Tulu
marre,Tulu
.,sym
Kady,Tulu
kodi,Tulu
ejjana,Tulu
comedy,English
.,sym
Wa,English
marl,Tulu
marey,Tulu
.,sym
Undu,Tulu
namma,Kannada
school,English
.,sym
telt,Tulu
telt,Tulu
saakand,Tulu
.,sym
Meen,Tulu
saibereg,Tulu
edde,Tulu
value,English
undu,Tulu
.,sym
Mast,Tulu
thanks,English
anna,Kannada
yanori,Tulu
baroliya,Tulu
posath,Tulu
version,English
tooditte,Tulu
old,English
version,English
aidhla,Tulu
yede,Tulu
undu,Tulu
.,sym
Yerandala,Tulu
panle,Tulu
mare,Tulu
ayeg,Tulu
ayena,Tulu
divad,Tulu
pukulin,Tulu
.,sym
Dami,Other
xa,Other
hai,English
.,sym
Masth,Tulu
thanks,English
kapikad,Location
and,Tulu
bojaraj,Name
.,sym
oLLeya,Kannada
samdeshavu,Kannada
niDiddiri,Kannada
sar,English
nimage,Kannada
dhanyavaadagaLu,Kannada
sar,English
.,sym
Ajjigu,Tulu
bere,Kannada
padarrtha,Kannada
maadi,Kannada
.,sym
Aley,Tulu
ninna,Tulu
megge,Tulu
karadi,Tulu
batthini,Tulu
aey,Tulu
chey,Tulu
khiladi,Kannada
batthini,Tulu
.,sym
Edde,Tulu
concept,English
both,English
r,English
competing,English
each,English
other,English
in,English
acting,English
.,sym
bevarshhi,Kannada
raajakaaraNi,Kannada
gaLa,Kannada
haNe,Kannada
baraha,Kannada
thumbaa,Kannada
chennaagi,Kannada
muaaDi,Kannada
bamdide,Kannada
.,sym
Tulu,Name
comedy,English
video,English
thule,Tulu
.,sym
Telt,Tulu
telt,Tulu
sakaad,Tulu
.,sym
Comedy,English
andre,Kannada
tulu,Name
film,English
nodbeku,Kannada
all,English
the,English
best,English
frome,English
kiccha,Name
sudeep,Name
fans,English
club,English
.,sym
Bundar,Location
du,Tulu
thikkund,Tulu
bro,English
kammig,Tulu
Tension,English
depporchi,English
E,Tulu
.,sym
Guru,Name
anna,Kannada
musicla,Mixed
superrrr,English
.,sym
Pukuli,Tulu
fans,English
yerla,Tulu
tulunadu,Location
dakul,Tulu
ithrda,Tulu
like,English
mlpule,Tulu
.,sym
Kaas,Tulu
borchi,Tulu
duddu,Tulu
bodu,Tulu
.,sym
endu,Tulu
ova,Tulu
natakdu,Tulu
undate,Tulu
.,sym
Nice,English
moive,English
katte,Kannada
bari,Tulu
porlu,Tulu
athndu,Tulu
All,English
tha,English
best,English
team,English
.,sym
Masth,Tulu
thelth,Tulu
thelth,Tulu
sakaand,Tulu
Thnks,English
.,sym
Suparr,English
markame,Tulu
teim,English
.,sym
DEERJ,Name
PRAJVAL,Name
SUPER,English
UNDU,Tulu
EDDEBAAGAVATHIKE,Tulu
.,sym
rd,Tulu
episode,English
ilva,Kannada
.,sym
Comment,English
box,English
d,Tulu
matha,Tulu
tulunad,Location
dakule,Tulu
jinjider,Tulu
.,sym
Hehe,English
pukuli,Tulu
name,English
is,English
nice,English
and,English
song,English
is,English
beutyful,English
best,English
of,English
luck,English
sir,English
Naresh,Name
khatra,Name
.,sym
So,English
sweet,English
ajji,Kannada
.,sym
materla,Tulu
old,English
artist,English
new,English
artist,English
g,Tulu
avakasha,Kannada
.,sym
gaayana,Kannada
thumba,Kannada
sogasaagide,Kannada
Total,English
good,English
.,sym
Spr,English
athund,Tulu
ye,Tulu
.,sym
All,English
the,English
best,English
jai,Name
tulunaadu,Name
.,sym
entertaining,English
package,English
kelavu,Kannada
kaDeT,Tulu
lip,English
simkimg,English
oamji,Tulu
buDumDa,Tulu
baaki,Tulu
purala,Tulu
suuuuuper,English
.,sym
Yer,Tulu
marre,Tulu
disliken,Mixed
manthini,Tulu
.,sym
Yanna,Tulu
fav,English
song,English
.,sym
sudhakranna,Name
baree,Tulu
porllathundu,Tulu
.,sym
daamee,Other
chh,Other
hai,Other
hajur,Other
gith,Other
saphalathaakoo,Other
subhakaamanaa,Other
.,sym
Bari,Tulu
edde,Tulu
athndye,Tulu
bro,English
.,sym
supar,English
ye,Tulu
supar,English
.,sym
Full,English
video,English
badle,Tulu
.,sym
Superb,English
Lady,English
acting,English
very,English
nice,English
.,sym
nammakuleg,Mixed
support,English
malpule,Tulu
.,sym
jai,Name
thuLu,Name
naaDu,Kannada
.,sym
koneya,Kannada
maathu,Kannada
chamda,Kannada
heLidiri,Kannada
.,sym
Kattappa,Name
ath,Tulu
mare,Tulu
venkappe,Name
venkappe,Name
.,sym
purthi,Kannada
chalanachithra,Kannada
haaki,Kannada
dayaviTTu,Kannada
.,sym
baari,Tulu
eDDe,Tulu
uamDu,Tulu
thule,Tulu
.,sym
E,Tulu
PANODE,Tulu
NAAYI,Kannada
.,sym
Ajji,Name
na,Tulu
acting,English
sooper,English
cuteundu,Mixed
.,sym
Moklena,Tulu
Comidin,Mixed
Arta,Kannada
maltonyaklu,Tulu
moklena,Tulu
comidig,Mixed
telpayer,Tulu
Aven,Tulu
guru,Name
kiran,Name
onte,Tulu
arta,Kannada
maltondu,Tulu
pander,Tulu
.,sym
Swalpa,Kannada
movie,English
dialogue,English
use,English
agide,Kannada
.,sym
wow,English
superb,English
what,English
a,English
beautifull,English
performance,English
jai,Name
tulunadu,Location
thanks,English
vijayanna,Name
.,sym
Poora,Tulu
kudladakule,Mixed
thojuver,Tulu
pukuli,Tulu
fans,English
.,sym
Nidre,Kannada
batthndu,Tulu
Jetthe,Tulu
.,sym
Super,English
comedy,English
arunanna,Name
ari,Tulu
bega,Tulu
beyyad,Tulu
.,sym
iamdu,Kannada
aasya,Kannada
naa,Kannada
athth,Tulu
padya,Tulu
naa,Tulu
.,sym
erena,Tulu
prakara,Kannada
mistaken,English
comedynd,Mixed
panpar,Tulu
atha,Tulu
.,sym
Daily,English
upload,English
malpule,Tulu
.,sym
Bega,Tulu
barad,Tulu
marre,Tulu
.,sym
One,English
of,English
the,English
best,English
episode,English
Inchina,Tulu
ne,Tulu
contain,English
mlple,Tulu
edde,Tulu
apnd,Tulu
.,sym
Love,English
u,English
dodda,Tulu
.,sym
Background,English
music,English
is,English
not,English
good,English
.,sym
Welldone,English
sunil,Name
Anna,Kannada
and,English
team,English
super,English
comedy,English
and,English
keep,English
it,English
up,English
.,sym
RAJESH,Name
La,Tulu
arena,Tulu
bodenot,Tulu
Sari,Tulu
thud,Tulu
d,Tulu
photona,Mixed
deppule,Tulu
k,English
.,sym
Family,English
da,English
ottug,Tulu
kulludu,English
thupileka,Tulu
ijji,Tulu
.,sym
Yenchi,Tulu
saav,Tulu
marre,Tulu
.,sym
Chekkk,Tulu
daijiworld,English
da,Tulu
maryaadi,Kannada
pondu,Kannada
sama,Tulu
paatherra,Tulu
barpujjinda,Tulu
daaye,Tulu
pokkade,Tulu
.,sym
umil,Tulu
muvi,English
paaDle,Tulu
aNNaa,Kannada
.,sym
Nim,Kannada
episode,English
galu,Kannada
thumba,Kannada
ulty,English
sir,English
esta,Kannada
agoythu,Kannada
.,sym
Kaanuunu,Kannada
maadiddu,Kannada
maane,Kannada
nanagoskara,Kannada
eamdu,Kannada
thiLiyabeku,Kannada
raajayoga,Kannada
.,sym
All,English
the,English
best,English
shanthosh,Name
anna,Kannada
.,sym
baari,Tulu
porluda,Tulu
shaasthaavu,Kannada
bhuthanaathheshvara,Kannada
deverena,Tulu
saahithya,Kannada
samgitha,Kannada
gaayana,Kannada
supar,English
.,sym
Eth,Tulu
cost,English
apundu,Tulu
nataka,Kannada
g,Tulu
.,sym
Aaaha,English
Kati,Name
beautiful,English
song,English
.,sym
Sis,English
erna,Tulu
mata,Tulu
video,English
super,English
.,sym
Nanala,Tulu
inchene,Tulu
dumb,Tulu
pole,Tulu
.,sym
Yepala,Tulu
state,English
bank,English
maintain,English
malpodu,Tulu
.,sym
Ahahahahah,Tulu
baari,Tulu
comidy,English
Yank,Tulu
telth,Tulu
telth,Tulu
banji,Tulu
bene,Tulu
aand,Tulu
.,sym
Kori,Tulu
cut,English
malpunaye,Tulu
enchina,Tulu
shauy,Tulu
ya,Tulu
.,sym
athyuththama,Kannada
haasya,Kannada
prasamga,Kannada
.,sym
Super,English
anna,Kannada
i,English
love,English
this,English
song,English
nanala,Tulu
enchene,Tulu
mast,Tulu
albumsn,Mixed
malpule,Tulu
.,sym
Sabai,Other
comments,English
garne,Tulu
bahirako,Tulu
matra,Tulu
.,sym
Katti,Other
ramro,Name
musukka,Other
hasda,Other
.,sym
Dev,Name
Ur,English
voice,English
is,English
so,English
nice,English
but,English
others,English
voice,English
irritated,English
but,English
Ur,English
lungi,Tulu
colour,English
change,English
.,sym
vamanjoor,Location
daani,Tulu
alpa,Tulu
kulduni,Tulu
.,sym
Aravinda,Name
annagh,Mixed
onji,Tulu
liken,Mixed
korle,Tulu
maatha,Tulu
.,sym
Valtar,Name
sir,English
narsamma,Name
spr,English
jodi,Kannada
.,sym
Raghuram,Name
shetty,Name
belthangady,Location
merena,Tulu
acting,English
scenen,Mixed
padle,Tulu
.,sym
Birbal,Name
tulu,Name
movie,English
padle,Tulu
pls,English
.,sym
My,English
name,English
is,English
annappa,Name
full,English
movie,English
padle,Tulu
.,sym
E,Tulu
move,English
tuvara,Tulu
mast,Tulu
kusi,Tulu
apundu,Tulu
jokesla,Mixed
mast,Tulu
undu,Tulu
.,sym
Jai,Name
tulu,Name
nadu,Kannada
.,sym
dislike,English
madidavranna,Kannada
swami,Kannada
koragajja,Name
nodkoltare,Kannada
.,sym
Undu,Tulu
ov,Tulu
filmye,Mixed
Yenkle,Tulu
undu,Tulu
film,English
bodithnd,Tulu
anna,Kannada
.,sym
Waa,Tulu
namuneda,Tulu
Pura,Tulu
undu,Tulu
marre,Tulu
.,sym
Undu,Tulu
weak,English
d,Tulu
dani,Tulu
upload,English
mltudujar,Tulu
pls,English
upload,English
mlpule,Tulu
.,sym
Swami,Kannada
Ajja,Kannada
eeere,Tulu
kapodu,Tulu
.,sym
Nanala,Tulu
judgnakl,Mixed
stageg,Mixed
podu,Tulu
.,sym
Deepak,Name
Anna,Kannada
super,English
.,sym
waw,English
super,English
uncle,English
superrrrrrrrrrrrrrrrrrrrrr,English
.,sym
O,Tulu
Anna,Kannada
Full,English
Movie,English
Release,English
malpule,Tulu
Anna,Kannada
OTT,Name
d,Tulu
.,sym
CK,Name
film,English
act,English
malpule,Tulu
suuperb,English
acting,English
CK,Name
.,sym
Ganapthi,Name
anna,Kannada
namashkara,Kannada
.,sym
Bolar,Location
ippande,Tulu
Bore,English
athnd,Tulu
.,sym
Ayana,Tulu
pukuli,Tulu
d,Tulu
piles,English
adh,Tulu
eppu,Tulu
paaapa,Tulu
.,sym
E,Tulu
bete,Tulu
att,Tulu
yaan,Tulu
bete,Tulu
att,Tulu
Nina,Tulu
bodadi,Tulu
bete,Tulu
att,Tulu
yanna,Tulu
bodadi,Tulu
bete,Tulu
att,Tulu
.,sym
Mam,English
ur,English
last,English
talk,English
is,English
very,English
beautiful,English
yanna,Tulu
kepte,Tulu
kande,Tulu
swalpa,Kannada
chali,Kannada
chali,Kannada
aayitu,Kannada
.,sym
Sir,English
am,English
from,English
Singapore,Location
plz,English
tulu,Name
full,English
movie,English
padle,Tulu
mool,Tulu
lockdown,English
undu,Tulu
.,sym
Kannada,Name
dali,Kannada
madi,Kannada
bro,English
plz,English
.,sym
badhaaee,Other
chh,Other
asook,Name
baabu,Name
laaee,Other
.,sym
Yan,Tulu
kattappa,Name
attu,Tulu
venkapppe,Name
.,sym
Dinesh,Name
attavar,Location
sir,English
super,English
nanath,Tulu
erndh,Tulu
tulunad,Location
g,Tulu
kalaseve,Tulu
barad,Tulu
.,sym
Songda,Mixed
ottige,Tulu
kusal,Tulu
.,sym
Bojraj,Name
sir,English
bari,Tulu
porlu,Tulu
thojver,Tulu
.,sym
Double,English
meaning,English
pandunda,Tulu
mathra,Tulu
na,Tulu
comedy,English
apina,Tulu
.,sym
supar,English
rakshhaN,Name
uthsav,Name
jithu,Name
aNNa,Kannada
All,English
da,English
Best,English
.,sym
Police,English
eg,Tulu
shoes,English
korthijera,Tulu
.,sym
So,English
bad,English
comedy,English
ijji,Tulu
.,sym
Erna,Tulu
pukuli,Tulu
g,Tulu
masth,Tulu
value,English
undu,Tulu
kudla,Location
d,Tulu
.,sym
Nonsense,English
comedy,English
prashamsa,Kannada
kapu,Location
.,sym
Shist,Kannada
illa,Kannada
ante,Kannada
.,sym
Gaalipata,Kannada
Harish,Name
Anna,Kannada
super,English
.,sym
Imbena,Tulu
pukuli,Tulu
olpa,Tulu
maya,Kannada
athunda,Tulu
.,sym
sooper,English
comdy,English
full,English
movie,English
padle,Tulu
.,sym
Otare,Tulu
malporcchi,Tulu
onji,Tulu
ending,English
yedde,Tulu
eppad,Tulu
.,sym
Swalpa,Kannada
kannadakke,Kannada
dub,English
madi,Kannada
arthagthilla,Kannada
.,sym
Daada,Tulu
karma,Kannada
undhu,Tulu
.,sym
Madime,Tulu
adhe,Tulu
thapu,Tulu
malthar,Tulu
.,sym
Dala,Tulu
comedy,English
punch,English
ijji,Tulu
.,sym
Samartha,Kannada
himmela,Kannada
Boka,Tulu
mummela,Kannada
.,sym
Kakkeda,Tulu
baari,Tulu
gammat,Tulu
.,sym
I,English
love,English
sharadha,Name
arts,English
isiri,Kannada
manjeshwara,Location
manglore,Location
is,English
no,English
drama,English
company,English
.,sym
Baji,Tulu
bandalye,Tulu
saavda,Tulu
kurthel,Tulu
.,sym
Bele,Tulu
ijjainakl,Tulu
idhen,Tulu
thuvodathe,Tulu
.,sym
Edde,Tulu
msg,English
Am,English
bigg,English
fan,English
of,English
ur,English
team,English
.,sym
Pura,Tulu
filmdu,Tulu
comedy,English
undu,Tulu
.,sym
Part,English
padle,Tulu
anna,Kannada
.,sym
mast,Tulu
like,English
undu,Tulu
.,sym
Moonku,Tulu
Plastic,English
ka,Tulu
.,sym
Mast,Tulu
Mast,Tulu
Superb,English
.,sym
Super,English
undu,Tulu
masth,Tulu
eshta,Kannada
and,English
yenk,Tulu
Aravind,Name
bolor,Location
bka,Tulu
Naveen,Name
d,Name
padil,Location
l,English
masth,Tulu
eshta,Kannada
.,sym
plis,English
posathth,Tulu
viDiyon,Mixed
aploD,English
malpule,Tulu
thuyinene,Tulu
thud,Tulu
saakaad,Tulu
pomD,Tulu
.,sym
My,English
sons,English
tells,English
yenk,Tulu
Pukuli,Tulu
maya,Kannada
da,Tulu
song,English
tojale,Tulu
pand,Tulu
